ACCIDENT_NO,SURFACE_COND_DESC,SURFACE_INDEX
T20180021444,Dry,1.0
T20180021445,Dry,1.0
T20180021448,Dry,1.0
T20180021449,Dry,1.0
T20180021451,Dry,1.0
T20180021452,Dry,1.0
T20180021453,Dry,1.0
T20180021454,Dry,1.0
T20180021457,Dry,1.0
T20180021458,Dry,1.0
T20180021459,Wet,2.0
T20180021461,Dry,1.0
T20180021462,Dry,1.0
T20180021464,Dry,1.0
T20180021465,Dry,1.0
T20180021467,Dry,1.0
T20180021468,Dry,1.0
T20180021469,Dry,1.0
T20180021470,Dry,1.0
T20180021472,Dry,1.0
T20180021473,Dry,1.0
T20180021474,Dry,1.0
T20180021476,Dry,1.0
T20180021480,Dry,1.0
T20180021481,Dry,1.0
T20180021482,Dry,1.0
T20180021483,Dry,1.0
T20180021485,Dry,1.0
T20180021486,Dry,1.0
T20180021497,Dry,1.0
T20180021500,Dry,1.0
T20180021501,Dry,1.0
T20180021504,Dry,1.0
T20180021505,Dry,1.0
T20180021507,Dry,1.0
T20180021510,Dry,1.0
T20180021512,Dry,1.0
T20180021515,Dry,1.0
T20180021517,Dry,1.0
T20180021519,Dry,1.0
T20180021520,Dry,1.0
T20180021521,Dry,1.0
T20180021522,Dry,1.0
T20180021523,Dry,1.0
T20180021524,Dry,1.0
T20180021527,Dry,1.0
T20180021531,Dry,1.0
T20180021533,Dry,1.0
T20180021538,Dry,1.0
T20180021539,Dry,1.0
T20180021540,Dry,1.0
T20180021541,Dry,1.0
T20180021543,Dry,1.0
T20180021544,Muddy,3.0
T20180021548,Dry,1.0
T20180021549,Dry,1.0
T20180021551,Dry,1.0
T20180021554,Dry,1.0
T20180021555,Dry,1.0
T20180021556,Dry,1.0
T20180021558,Dry,1.0
T20180021560,Dry,1.0
T20180021563,Dry,1.0
T20180021566,Dry,1.0
T20180021567,Dry,1.0
T20180021568,Dry,1.0
T20180021569,Dry,1.0
T20180021570,Dry,1.0
T20180021572,Dry,1.0
T20180021578,Dry,1.0
T20180021579,Dry,1.0
T20180021580,Dry,1.0
T20180021581,Dry,1.0
T20180021582,Dry,1.0
T20180021583,Dry,1.0
T20180021588,Wet,2.0
T20180021589,Dry,1.0
T20180021590,Dry,1.0
T20180021591,Dry,1.0
T20180021592,Dry,1.0
T20180021594,Dry,1.0
T20180021595,Dry,1.0
T20180021598,Dry,1.0
T20180021599,Dry,1.0
T20180021601,Dry,1.0
T20180021602,Dry,1.0
T20180021603,Dry,1.0
T20180021604,Dry,1.0
T20180021608,Dry,1.0
T20180021611,Dry,1.0
T20180021613,Dry,1.0
T20180021614,Dry,1.0
T20180021616,Icy,5.0
T20180021619,Dry,1.0
T20180021621,Dry,1.0
T20180021622,Dry,1.0
T20180021623,Dry,1.0
T20180021624,Dry,1.0
T20180021625,Dry,1.0
T20180021627,Dry,1.0
T20180021630,Dry,1.0
T20180021635,Dry,1.0
T20180021636,Dry,1.0
T20180021637,Dry,1.0
T20180021638,Dry,1.0
T20180021639,Dry,1.0
T20180021642,Dry,1.0
T20180021644,Dry,1.0
T20180021649,Dry,1.0
T20180021650,Dry,1.0
T20180021653,Dry,1.0
T20180021656,Dry,1.0
T20180021659,Dry,1.0
T20180021661,Dry,1.0
T20180021662,Dry,1.0
T20180021665,Dry,1.0
T20180021667,Dry,1.0
T20180021671,Dry,1.0
T20180021673,Dry,1.0
T20180021674,Dry,1.0
T20180021675,Wet,2.0
T20180021676,Dry,1.0
T20180021677,Dry,1.0
T20180021681,Dry,1.0
T20180021687,Dry,1.0
T20180021688,Dry,1.0
T20180021690,Dry,1.0
T20180021691,Dry,1.0
T20180021694,Dry,1.0
T20180021696,Dry,1.0
T20180021699,Dry,1.0
T20180021700,Dry,1.0
T20180021704,Dry,1.0
T20180021705,Dry,1.0
T20180021708,Dry,1.0
T20180021713,Dry,1.0
T20180021717,Dry,1.0
T20180021719,Dry,1.0
T20180021721,Dry,1.0
T20180021722,Dry,1.0
T20180021723,Dry,1.0
T20180021724,Dry,1.0
T20180021726,Dry,1.0
T20180021727,Dry,1.0
T20180021728,Dry,1.0
T20180021730,Dry,1.0
T20180021731,Dry,1.0
T20180021733,Dry,1.0
T20180021734,Dry,1.0
T20180021735,Dry,1.0
T20180021737,Dry,1.0
T20180021738,Dry,1.0
T20180021742,Dry,1.0
T20180021745,Dry,1.0
T20180021750,Dry,1.0
T20180021754,Dry,1.0
T20180021756,Dry,1.0
T20180021761,Dry,1.0
T20180021762,Dry,1.0
T20180021764,Wet,2.0
T20180021767,Dry,1.0
T20180021768,Wet,2.0
T20180021769,Wet,2.0
T20180021770,Dry,1.0
T20180021773,Dry,1.0
T20180021774,Wet,2.0
T20180021775,Dry,1.0
T20180021777,Dry,1.0
T20180021779,Dry,1.0
T20180021780,Wet,2.0
T20180021783,Wet,2.0
T20180021784,Wet,2.0
T20180021787,Wet,2.0
T20180021792,Wet,2.0
T20180021797,Dry,1.0
T20180021800,Dry,1.0
T20180021801,Dry,1.0
T20180021802,Wet,2.0
T20180021803,Dry,1.0
T20180021805,Dry,1.0
T20180021806,Dry,1.0
T20180021807,Dry,1.0
T20180021809,Dry,1.0
T20180021810,Dry,1.0
T20180021811,Dry,1.0
T20180021812,Dry,1.0
T20180021815,Wet,2.0
T20180021817,Dry,1.0
T20180021821,Dry,1.0
T20180021822,Dry,1.0
T20180021823,Dry,1.0
T20180021826,Dry,1.0
T20180021827,Dry,1.0
T20180021832,Dry,1.0
T20180021835,Dry,1.0
T20180021837,Dry,1.0
T20180021840,Dry,1.0
T20180021841,Dry,1.0
T20180021842,Dry,1.0
T20180021843,Dry,1.0
T20180021844,Dry,1.0
T20180021846,Dry,1.0
T20180021847,Dry,1.0
T20180021848,Dry,1.0
T20180021850,Dry,1.0
T20180021853,Dry,1.0
T20180021856,Dry,1.0
T20180021863,Dry,1.0
T20180021864,Wet,2.0
T20180021867,Dry,1.0
T20180021869,Dry,1.0
T20180021870,Wet,2.0
T20180021872,Dry,1.0
T20180021879,Wet,2.0
T20180021880,Dry,1.0
T20180021883,Dry,1.0
T20180021884,Dry,1.0
T20180021890,Dry,1.0
T20180021892,Dry,1.0
T20180021893,Wet,2.0
T20180021895,Dry,1.0
T20180021896,Dry,1.0
T20180021898,Dry,1.0
T20180021900,Dry,1.0
T20180021903,Dry,1.0
T20180021906,Dry,1.0
T20180021908,Dry,1.0
T20180021909,Dry,1.0
T20180021914,Dry,1.0
T20180021915,Dry,1.0
T20180021916,Dry,1.0
T20180021917,Dry,1.0
T20180021918,Dry,1.0
T20180021919,Wet,2.0
T20180021920,Wet,2.0
T20180021921,Dry,1.0
T20180021922,Dry,1.0
T20180021923,Dry,1.0
T20180021924,Dry,1.0
T20180021925,Dry,1.0
T20180021932,Wet,2.0
T20180021933,Dry,1.0
T20180021935,Dry,1.0
T20180021937,Dry,1.0
T20180021940,Wet,2.0
T20180021944,Dry,1.0
T20180021945,Dry,1.0
T20180021947,Dry,1.0
T20180021950,Dry,1.0
T20180021952,Dry,1.0
T20180021955,Dry,1.0
T20180021957,Dry,1.0
T20180021959,Wet,2.0
T20180021963,Wet,2.0
T20180021965,Dry,1.0
T20180021970,Dry,1.0
T20180021971,Dry,1.0
T20180021974,Wet,2.0
T20180021975,Wet,2.0
T20180021976,Wet,2.0
T20180021978,Wet,2.0
T20180021979,Wet,2.0
T20180021982,Wet,2.0
T20180021983,Dry,1.0
T20180021984,Wet,2.0
T20180021986,Dry,1.0
T20180021987,Dry,1.0
T20180021989,Wet,2.0
T20180021990,Dry,1.0
T20180021991,Wet,2.0
T20180021996,Wet,2.0
T20180021997,Dry,1.0
T20180021998,Wet,2.0
T20180021999,Wet,2.0
T20180022000,Wet,2.0
T20180022001,Wet,2.0
T20180022005,Wet,2.0
T20180022006,Wet,2.0
T20180022008,Wet,2.0
T20180022009,Wet,2.0
T20180022010,Wet,2.0
T20180022011,Dry,1.0
T20180022012,Dry,1.0
T20180022013,Wet,2.0
T20180022018,Dry,1.0
T20180022019,Wet,2.0
T20180022023,Wet,2.0
T20180022024,Wet,2.0
T20180022025,Wet,2.0
T20180022027,Wet,2.0
T20180022028,Wet,2.0
T20180022033,Dry,1.0
T20180022034,Wet,2.0
T20180022035,Dry,1.0
T20180022036,Dry,1.0
T20180022039,Wet,2.0
T20180022042,Dry,1.0
T20180022044,Dry,1.0
T20180022046,Wet,2.0
T20180022047,Dry,1.0
T20180022048,Dry,1.0
T20180022049,Dry,1.0
T20180022052,Dry,1.0
T20180022055,Dry,1.0
T20180022056,Dry,1.0
T20180022057,Dry,1.0
T20180022058,Dry,1.0
T20180022059,Wet,2.0
T20180022061,Dry,1.0
T20180022062,Wet,2.0
T20180022064,Dry,1.0
T20180022065,Dry,1.0
T20180022066,Dry,1.0
T20180022068,Dry,1.0
T20180022069,Dry,1.0
T20180022071,Wet,2.0
T20180022073,Dry,1.0
T20180022076,Dry,1.0
T20180022078,Dry,1.0
T20180022082,Dry,1.0
T20180022084,Dry,1.0
T20180022086,Dry,1.0
T20180022087,Dry,1.0
T20180022089,Dry,1.0
T20180022090,Dry,1.0
T20180022093,Dry,1.0
T20180022094,Dry,1.0
T20180022097,Dry,1.0
T20180022098,Wet,2.0
T20180022100,Dry,1.0
T20180022104,Dry,1.0
T20180022106,Dry,1.0
T20180022109,Dry,1.0
T20180022111,Dry,1.0
T20180022112,Wet,2.0
T20180022115,Wet,2.0
T20180022118,Dry,1.0
T20180022119,Dry,1.0
T20180022121,Dry,1.0
T20180022124,Dry,1.0
T20180022127,Dry,1.0
T20180022129,Dry,1.0
T20180022131,Dry,1.0
T20180022133,Dry,1.0
T20180022134,Dry,1.0
T20180022137,Dry,1.0
T20180022138,Wet,2.0
T20180022139,Dry,1.0
T20180022140,Dry,1.0
T20180022141,Dry,1.0
T20180022142,Dry,1.0
T20180022143,Dry,1.0
T20180022144,Dry,1.0
T20180022145,Dry,1.0
T20180022146,Dry,1.0
T20180022147,Dry,1.0
T20180022148,Dry,1.0
T20180022152,Dry,1.0
T20180022154,Dry,1.0
T20180022158,Wet,2.0
T20180022159,Dry,1.0
T20180022163,Wet,2.0
T20180022164,Dry,1.0
T20180022165,Dry,1.0
T20180022166,Dry,1.0
T20180022170,Wet,2.0
T20180022172,Dry,1.0
T20180022179,Dry,1.0
T20180022180,Dry,1.0
T20180022181,Dry,1.0
T20180022183,Wet,2.0
T20180022184,Dry,1.0
T20180022185,Dry,1.0
T20180022186,Dry,1.0
T20180022191,Wet,2.0
T20180022192,Dry,1.0
T20180022194,Dry,1.0
T20180022196,Dry,1.0
T20180022199,Dry,1.0
T20180022200,Dry,1.0
T20180022201,Dry,1.0
T20180022202,Dry,1.0
T20180022203,Dry,1.0
T20180022207,Dry,1.0
T20180022208,Dry,1.0
T20180022209,Dry,1.0
T20180022210,Dry,1.0
T20180022212,Dry,1.0
T20180022213,Dry,1.0
T20180022214,Dry,1.0
T20180022221,Dry,1.0
T20180022222,Dry,1.0
T20180022223,Dry,1.0
T20180022225,Dry,1.0
T20180022226,Dry,1.0
T20180022228,Dry,1.0
T20180022231,Dry,1.0
T20180022232,Dry,1.0
T20180022235,Dry,1.0
T20180022236,Dry,1.0
T20180022237,Dry,1.0
T20180022238,Dry,1.0
T20180022242,Dry,1.0
T20180022244,Dry,1.0
T20180022245,Dry,1.0
T20180022246,Dry,1.0
T20180022249,Dry,1.0
T20180022250,Dry,1.0
T20180022251,Wet,2.0
T20180022252,Dry,1.0
T20180022253,Dry,1.0
T20180022254,Dry,1.0
T20180022256,Dry,1.0
T20180022257,Dry,1.0
T20180022259,Dry,1.0
T20180022261,Dry,1.0
T20180022264,Dry,1.0
T20180022270,Dry,1.0
T20180022271,Dry,1.0
T20180022275,Dry,1.0
T20180022277,Dry,1.0
T20180022278,Dry,1.0
T20180022281,Dry,1.0
T20180022282,Dry,1.0
T20180022289,Dry,1.0
T20180022292,Dry,1.0
T20180022293,Dry,1.0
T20180022294,Dry,1.0
T20180022295,Dry,1.0
T20180022297,Dry,1.0
T20180022299,Dry,1.0
T20180022300,Dry,1.0
T20180022302,Dry,1.0
T20180022304,Dry,1.0
T20180022305,Wet,2.0
T20180022306,Dry,1.0
T20180022307,Dry,1.0
T20180022310,Dry,1.0
T20180022314,Dry,1.0
T20180022318,Dry,1.0
T20180022321,Dry,1.0
T20180022322,Dry,1.0
T20180022325,Dry,1.0
T20180022327,Dry,1.0
T20180022329,Dry,1.0
T20180022330,Dry,1.0
T20180022333,Dry,1.0
T20180022334,Dry,1.0
T20180022335,Dry,1.0
T20180022336,Dry,1.0
T20180022337,Dry,1.0
T20180022338,Dry,1.0
T20180022339,Dry,1.0
T20180022341,Dry,1.0
T20180022345,Dry,1.0
T20180022351,Dry,1.0
T20180022355,Dry,1.0
T20180022357,Dry,1.0
T20180022359,Dry,1.0
T20180022360,Dry,1.0
T20180022367,Dry,1.0
T20180022369,Dry,1.0
T20180022372,Dry,1.0
T20180022373,Dry,1.0
T20180022374,Dry,1.0
T20180022376,Dry,1.0
T20180022378,Dry,1.0
T20180022380,Dry,1.0
T20180022381,Dry,1.0
T20180022382,Dry,1.0
T20180022383,Dry,1.0
T20180022384,Dry,1.0
T20180022385,Dry,1.0
T20180022386,Wet,2.0
T20180022387,Wet,2.0
T20180022391,Dry,1.0
T20180022393,Dry,1.0
T20180022395,"Wet, Snowy",3.33
T20180022403,Dry,1.0
T20180022408,Dry,1.0
T20180022409,Dry,1.0
T20180022410,Dry,1.0
T20180022415,Dry,1.0
T20180022416,Dry,1.0
T20180022418,Dry,1.0
T20180022419,Dry,1.0
T20180022420,Dry,1.0
T20180022421,Dry,1.0
T20180022422,Dry,1.0
T20180022428,Dry,1.0
T20180022430,Dry,1.0
T20180022432,Dry,1.0
T20180022440,Dry,1.0
T20180022441,Dry,1.0
T20180022443,Dry,1.0
T20180022444,Dry,1.0
T20180022445,Dry,1.0
T20180022446,Dry,1.0
T20180022447,Dry,1.0
T20180022448,Dry,1.0
T20180022453,Dry,1.0
T20180022457,Dry,1.0
T20180022462,Dry,1.0
T20180022463,Dry,1.0
T20180022464,Dry,1.0
T20180022466,Dry,1.0
T20180022467,Dry,1.0
T20180022468,Dry,1.0
T20180022472,Dry,1.0
T20180022474,Dry,1.0
T20180022475,Dry,1.0
T20180022476,Dry,1.0
T20180022477,Dry,1.0
T20180022480,Dry,1.0
T20180022484,Dry,1.0
T20180022485,Dry,1.0
T20180022486,Dry,1.0
T20180022487,Dry,1.0
T20180022490,Dry,1.0
T20180022491,Dry,1.0
T20180022493,Dry,1.0
T20180022496,Dry,1.0
T20180022503,Dry,1.0
T20180022504,Dry,1.0
T20180022505,Dry,1.0
T20180022506,Dry,1.0
T20180022507,Dry,1.0
T20180022510,Dry,1.0
T20180022512,Dry,1.0
T20180022514,Dry,1.0
T20180022515,Dry,1.0
T20180022518,Dry,1.0
T20180022520,Dry,1.0
T20180022521,Dry,1.0
T20180022523,Dry,1.0
T20180022525,Dry,1.0
T20180022526,Dry,1.0
T20180022528,Dry,1.0
T20180022530,Dry,1.0
T20180022531,Dry,1.0
T20180022532,Dry,1.0
T20180022534,Dry,1.0
T20180022536,Dry,1.0
T20180022537,Dry,1.0
T20180022538,Dry,1.0
T20180022539,Dry,1.0
T20180022540,Dry,1.0
T20180022541,Dry,1.0
T20180022543,Dry,1.0
T20180022549,Dry,1.0
T20180022551,Dry,1.0
T20180022553,Dry,1.0
T20180022557,Dry,1.0
T20180022560,Dry,1.0
T20180022562,Dry,1.0
T20180022563,Dry,1.0
T20180022565,Dry,1.0
T20180022567,Wet,2.0
T20180022568,Dry,1.0
T20180022570,Wet,2.0
T20180022572,Dry,1.0
T20180022573,Dry,1.0
T20180022577,Dry,1.0
T20180022579,Dry,1.0
T20180022581,Dry,1.0
T20180022583,Dry,1.0
T20180022587,Dry,1.0
T20180022588,Dry,1.0
T20180022591,Dry,1.0
T20180022592,Dry,1.0
T20180022596,Dry,1.0
T20180022597,Dry,1.0
T20180022604,Dry,1.0
T20180022605,Dry,1.0
T20180022606,Dry,1.0
T20180022607,Dry,1.0
T20180022608,Dry,1.0
T20180022609,Dry,1.0
T20180022610,Dry,1.0
T20180022611,Dry,1.0
T20180022613,Dry,1.0
T20180022614,Dry,1.0
T20180022617,Dry,1.0
T20180022622,Dry,1.0
T20180022624,Wet,2.0
T20180022629,Dry,1.0
T20180022631,Dry,1.0
T20180022633,Dry,1.0
T20180022634,Wet,2.0
T20180022636,Dry,1.0
T20180022637,Dry,1.0
T20180022642,Dry,1.0
T20180022645,Dry,1.0
T20180022649,Dry,1.0
T20180022650,Dry,1.0
T20180022654,Dry,1.0
T20180022655,Dry,1.0
T20180022656,Dry,1.0
T20180022657,Dry,1.0
T20180022659,Dry,1.0
T20180022660,Dry,1.0
T20180022662,Dry,1.0
T20180022664,Dry,1.0
T20180022669,Dry,1.0
T20180022671,Dry,1.0
T20180022674,Dry,1.0
T20180022682,Dry,1.0
T20180022684,Dry,1.0
T20180022685,Dry,1.0
T20180022686,Dry,1.0
T20180022690,Dry,1.0
T20180022697,Dry,1.0
T20180022701,Dry,1.0
T20180022702,Dry,1.0
T20180022703,Dry,1.0
T20180022706,Dry,1.0
T20180022708,Dry,1.0
T20180022712,Dry,1.0
T20180022714,Dry,1.0
T20180022717,Dry,1.0
T20180022723,Dry,1.0
T20180022728,Wet,2.0
T20180022731,Dry,1.0
T20180022735,Dry,1.0
T20180022739,Dry,1.0
T20180022742,Dry,1.0
T20180022743,Dry,1.0
T20180022744,Dry,1.0
T20180022748,Dry,1.0
T20180022750,Dry,1.0
T20180022754,Dry,1.0
T20180022755,Dry,1.0
T20180022757,Dry,1.0
T20180022758,Dry,1.0
T20180022759,Dry,1.0
T20180022760,Dry,1.0
T20180022761,Dry,1.0
T20180022762,Dry,1.0
T20180022763,Dry,1.0
T20180022764,Dry,1.0
T20180022765,Dry,1.0
T20180022767,Dry,1.0
T20180022770,Dry,1.0
T20180022771,Dry,1.0
T20180022772,Dry,1.0
T20180022773,Dry,1.0
T20180022774,Dry,1.0
T20180022777,Dry,1.0
T20180022779,Dry,1.0
T20180022780,Dry,1.0
T20180022781,Dry,1.0
T20180022783,Dry,1.0
T20180022785,Dry,1.0
T20180022787,Dry,1.0
T20180022793,Dry,1.0
T20180022795,Dry,1.0
T20180022798,Dry,1.0
T20180022804,Dry,1.0
T20180022806,Wet,2.0
T20180022810,Dry,1.0
T20180022811,Dry,1.0
T20180022812,Dry,1.0
T20180022814,Dry,1.0
T20180022821,Dry,1.0
T20180022822,Dry,1.0
T20180022823,Dry,1.0
T20180022824,Dry,1.0
T20180022826,Dry,1.0
T20180022828,Dry,1.0
T20180022830,Dry,1.0
T20180022831,Dry,1.0
T20180022832,Dry,1.0
T20180022836,Dry,1.0
T20180022837,Dry,1.0
T20180022838,Dry,1.0
T20180022842,Dry,1.0
T20180022845,Dry,1.0
T20180022846,Dry,1.0
T20180022847,Dry,1.0
T20180022848,Dry,1.0
T20180022849,Dry,1.0
T20180022850,Dry,1.0
T20180022851,Dry,1.0
T20180022852,Dry,1.0
T20180022853,Dry,1.0
T20180022854,Dry,1.0
T20180022856,Dry,1.0
T20180022857,Dry,1.0
T20180022859,Dry,1.0
T20180022861,Dry,1.0
T20180022862,Dry,1.0
T20180022863,Dry,1.0
T20180022864,Dry,1.0
T20180022865,Dry,1.0
T20180022867,Dry,1.0
T20180022868,Dry,1.0
T20180022870,Dry,1.0
T20180022871,Dry,1.0
T20180022874,Dry,1.0
T20180022875,Dry,1.0
T20180022876,Dry,1.0
T20180022879,Wet,2.0
T20180022880,Dry,1.0
T20180022881,Dry,1.0
T20180022882,Wet,2.0
T20180022883,Dry,1.0
T20180022885,Dry,1.0
T20180022890,Dry,1.0
T20180022891,Dry,1.0
T20180022892,Dry,1.0
T20180022898,Dry,1.0
T20180022899,Dry,1.0
T20180022901,Dry,1.0
T20180022902,Dry,1.0
T20180022903,Dry,1.0
T20180022907,Dry,1.0
T20180022911,Dry,1.0
T20180022912,Dry,1.0
T20180022915,Dry,1.0
T20180022916,Dry,1.0
T20180022918,Dry,1.0
T20180022919,Dry,1.0
T20180022924,Dry,1.0
T20180022927,Dry,1.0
T20180022928,Dry,1.0
T20180022931,Dry,1.0
T20180022934,Dry,1.0
T20180022935,Dry,1.0
T20180022938,Dry,1.0
T20180022939,Dry,1.0
T20180022942,Dry,1.0
T20180022943,Dry,1.0
T20180022944,Dry,1.0
T20180022945,Dry,1.0
T20180022947,Dry,1.0
T20180022950,Dry,1.0
T20180022952,Dry,1.0
T20180022953,Dry,1.0
T20180022955,Dry,1.0
T20180022957,Dry,1.0
T20180022961,Dry,1.0
T20180022963,Dry,1.0
T20180022964,Dry,1.0
T20180022965,Dry,1.0
T20180022966,Dry,1.0
T20180022967,Dry,1.0
T20180022976,Dry,1.0
T20180022977,Dry,1.0
T20180022979,Dry,1.0
T20180022985,Dry,1.0
T20180022986,Dry,1.0
T20180022987,Dry,1.0
T20180022988,Dry,1.0
T20180022989,Dry,1.0
T20180022993,Dry,1.0
T20180022994,Wet,2.0
T20180022995,Dry,1.0
T20180022996,Dry,1.0
T20180023001,Dry,1.0
T20180023002,Dry,1.0
T20180023003,Dry,1.0
T20180023005,Dry,1.0
T20180023008,Dry,1.0
T20180023009,Dry,1.0
T20180023010,Dry,1.0
T20180023013,Dry,1.0
T20180023014,Dry,1.0
T20180023015,Dry,1.0
T20180023023,Dry,1.0
T20180023024,Dry,1.0
T20180023028,Dry,1.0
T20180023033,Dry,1.0
T20180023035,Dry,1.0
T20180023037,Dry,1.0
T20180023039,Dry,1.0
T20180023040,Wet,2.0
T20180023042,Dry,1.0
T20180023043,Dry,1.0
T20180023045,Dry,1.0
T20180023047,Dry,1.0
T20180023049,Dry,1.0
T20180023050,Dry,1.0
T20180023052,Dry,1.0
T20180023053,Dry,1.0
T20180023055,Dry,1.0
T20180023056,Dry,1.0
T20180023058,Dry,1.0
T20180023059,Dry,1.0
T20180023060,Dry,1.0
T20180023063,Dry,1.0
T20180023064,Dry,1.0
T20180023068,Dry,1.0
T20180023069,Dry,1.0
T20180023073,Dry,1.0
T20180023076,Wet,2.0
T20180023078,Dry,1.0
T20180023083,Wet,2.0
T20180023088,Dry,1.0
T20180023089,Wet,2.0
T20180023090,Dry,1.0
T20180023091,Dry,1.0
T20180023093,Dry,1.0
T20180023094,Dry,1.0
T20180023097,Dry,1.0
T20180023098,Dry,1.0
T20180023100,Dry,1.0
T20180023102,Dry,1.0
T20180023103,Dry,1.0
T20180023104,Dry,1.0
T20180023105,Dry,1.0
T20180023107,Dry,1.0
T20180023109,Dry,1.0
T20180023110,Dry,1.0
T20180023112,Dry,1.0
T20180023114,Dry,1.0
T20180023116,Dry,1.0
T20180023117,Dry,1.0
T20180023118,Dry,1.0
T20180023119,Dry,1.0
T20180023120,Dry,1.0
T20180023124,Dry,1.0
T20180023129,Dry,1.0
T20180023130,Dry,1.0
T20180023133,Wet,2.0
T20180023134,Dry,1.0
T20180023135,Dry,1.0
T20180023137,Dry,1.0
T20180023138,Dry,1.0
T20180023139,Dry,1.0
T20180023141,Dry,1.0
T20180023143,Dry,1.0
T20180023145,Wet,2.0
T20180023147,Dry,1.0
T20180023149,Dry,1.0
T20180023153,Dry,1.0
T20180023155,Dry,1.0
T20180023156,Dry,1.0
T20180023157,Dry,1.0
T20180023158,Dry,1.0
T20180023161,Dry,1.0
T20180023169,Dry,1.0
T20180023170,Dry,1.0
T20180023171,Dry,1.0
T20180023174,Dry,1.0
T20180023177,Dry,1.0
T20180023178,Dry,1.0
T20180023184,Dry,1.0
T20180023185,Dry,1.0
T20180023188,Dry,1.0
T20180023193,Dry,1.0
T20180023194,Dry,1.0
T20180023195,Dry,1.0
T20180023199,Dry,1.0
T20180023200,Dry,1.0
T20180023202,Dry,1.0
T20180023207,Dry,1.0
T20180023208,Dry,1.0
T20180023209,Wet,2.0
T20180023210,Dry,1.0
T20180023213,Dry,1.0
T20180023217,Dry,1.0
T20180023219,Dry,1.0
T20180023220,Dry,1.0
T20180023221,Dry,1.0
T20180023223,Dry,1.0
T20180023224,Dry,1.0
T20180023226,Dry,1.0
T20180023227,Dry,1.0
T20180023228,Dry,1.0
T20180023229,Dry,1.0
T20180023230,Dry,1.0
T20180023231,Dry,1.0
T20180023232,Dry,1.0
T20180023233,Dry,1.0
T20180023235,Dry,1.0
T20180023237,Dry,1.0
T20180023242,Dry,1.0
T20180023243,Dry,1.0
T20180023244,Dry,1.0
T20180023245,Dry,1.0
T20180023246,Dry,1.0
T20180023253,Dry,1.0
T20180023255,Dry,1.0
T20180023257,Dry,1.0
T20180023258,Dry,1.0
T20180023259,Dry,1.0
T20180023261,Dry,1.0
T20180023264,Dry,1.0
T20180023265,Dry,1.0
T20180023266,Dry,1.0
T20180023267,Dry,1.0
T20180023268,Dry,1.0
T20180023269,Dry,1.0
T20180023270,Dry,1.0
T20180023271,Dry,1.0
T20180023273,Dry,1.0
T20180023276,Dry,1.0
T20180023278,Dry,1.0
T20180023279,Dry,1.0
T20180023280,Dry,1.0
T20180023281,Dry,1.0
T20180023282,Dry,1.0
T20180023284,Dry,1.0
T20180023285,Dry,1.0
T20180023286,Dry,1.0
T20180023287,Dry,1.0
T20180023288,Dry,1.0
T20180023290,Dry,1.0
T20180023294,Dry,1.0
T20180023295,Dry,1.0
T20180023297,Dry,1.0
T20180023299,Dry,1.0
T20180023300,Dry,1.0
T20180023301,Dry,1.0
T20180023302,Dry,1.0
T20180023305,Dry,1.0
T20180023306,Dry,1.0
T20180023308,Dry,1.0
T20180023310,Dry,1.0
T20180023313,Dry,1.0
T20180023315,Dry,1.0
T20180023316,Dry,1.0
T20180023319,Dry,1.0
T20180023320,Dry,1.0
T20180023321,Dry,1.0
T20180023324,Dry,1.0
T20180023325,Dry,1.0
T20180023326,Dry,1.0
T20180023330,Dry,1.0
T20180023331,Dry,1.0
T20180023336,Dry,1.0
T20180023339,Dry,1.0
T20180023341,Dry,1.0
T20180023342,Dry,1.0
T20180023343,Dry,1.0
T20180023344,Dry,1.0
T20180023345,Dry,1.0
T20180023346,Dry,1.0
T20180023348,Dry,1.0
T20180023349,Dry,1.0
T20180023350,Dry,1.0
T20180023351,Dry,1.0
T20180023352,Dry,1.0
T20180023353,Dry,1.0
T20180023354,Dry,1.0
T20180023356,Dry,1.0
T20180023357,Dry,1.0
T20180023360,Dry,1.0
T20180023361,Dry,1.0
T20180023363,Dry,1.0
T20180023367,Dry,1.0
T20180023368,Dry,1.0
T20180023369,Dry,1.0
T20180023370,Dry,1.0
T20180023372,Dry,1.0
T20180023373,Dry,1.0
T20180023374,Dry,1.0
T20180023376,Dry,1.0
T20180023378,Dry,1.0
T20180023379,Dry,1.0
T20180023380,Dry,1.0
T20180023382,Dry,1.0
T20180023390,Wet,2.0
T20180023393,Dry,1.0
T20180023396,Wet,2.0
T20180023397,Wet,2.0
T20180023399,Wet,2.0
T20180023402,Wet,2.0
T20180023404,Wet,2.0
T20180023407,Dry,1.0
T20180023408,Wet,2.0
T20180023410,Wet,2.0
T20180023412,Wet,2.0
T20180023415,Wet,2.0
T20180023417,Wet,2.0
T20180023418,Dry,1.0
T20180023423,Wet,2.0
T20180023425,Dry,1.0
T20180023426,Dry,1.0
T20180023427,Wet,2.0
T20180023431,Dry,1.0
T20180023432,Wet,2.0
T20180023436,Wet,2.0
T20180023438,Wet,2.0
T20180023439,Dry,1.0
T20180023441,Wet,2.0
T20180023442,Wet,2.0
T20180023443,Wet,2.0
T20180023445,Dry,1.0
T20180023447,Dry,1.0
T20180023449,Wet,2.0
T20180023450,Wet,2.0
T20180023451,Dry,1.0
T20180023453,Dry,1.0
T20180023454,Dry,1.0
T20180023455,Dry,1.0
T20180023456,Dry,1.0
